coordinate,observed,sigma,included,reference motif.calculated,reference motif.residual,oxygen-shift candidate.calculated,oxygen-shift candidate.residual
18.0,4.52,2.1260291625469296,1,3.9253864338531375,0.5946135661468621,3.922165779220394,0.5978342207796055
18.08,4.5212,2.1263113600787635,1,3.932242528089217,0.5889574719107835,3.9289374607289673,0.592262539271033
18.16,4.5224,2.126593520163174,1,3.940030220797493,0.5823697792025073,3.93662731090352,0.5857726890964803
18.24,4.5236,2.126875642815066,1,3.949014900308066,0.5745850996919342,3.9454968471702334,0.5781031528297667
18.32,4.5248,2.127157728049333,1,3.9595665551116452,0.5652334448883547,3.955910657218848,0.5688893427811519
18.4,4.526,2.127439775880859,1,3.972214041530047,0.5537859584699527,3.968389874179292,0.557610125820708
18.48,4.5272,2.1277217863245186,1,3.9877354175105317,0.5394645824894679,3.9837011933715267,0.5434988066284729
18.56,4.5283999999999995,2.1280037593951753,1,4.007314597541622,0.521085402458378,4.003011248234601,0.5253887517653988
18.64,4.5296,2.1282856951076847,1,4.032826407470768,0.49677359252923203,4.028167530442123,0.5014324695578773
18.72,4.5308,2.12856759347689,1,4.0673859002863635,0.4634140997136367,4.0622397697425185,0.4685602302574816
18.8,4.532,2.1288494545176273,1,4.116483261142375,0.4155167388576251,4.110638533730692,0.4213614662693077
18.88,4.5332,2.129131278244721,1,4.190540304404814,0.34265969559518616,4.183635286113949,0.3495647138860507
18.96,4.5344,2.1294130646729865,1,4.311341423964399,0.22305857603560053,4.302702765887948,0.231697234112052
19.04,4.535600001011089,2.1296948140546075,1,4.530756647370271,0.004843353640817227,4.518979460316835,0.01662054069425345
19.12,4.536944497252862,2.13001044533891,1,4.9979778080399555,-0.4610333107870934,4.979575658357358,-0.4426311611044955
19.2,5.131822020999032,2.2653525158347945,1,7.183624827210078,-2.051802806211046,7.113902752935131,-1.9820807319360982
19.28,74.71371651619127,8.643709650155497,1,82.95965390515616,-8.24593738896489,82.26789475391283,-7.554178237721558
19.36,243.00778085502841,15.588706837163512,1,250.8509046698907,-7.843123814862281,250.60146351234965,-7.593682657321239
19.44,27.84423091814083,5.276763299423315,1,18.931325138310275,8.912905779830556,19.08488460465226,8.759346313488571
19.52,4.608279801413795,2.146690429804399,1,5.24247706048649,-0.6341972590726943,5.235532691422969,-0.6272528900091734
19.6,4.544005290980645,2.1316672561590484,1,4.589113324696872,-0.04510803371622707,4.5838938413129435,-0.03988855033229832
19.68,4.5452000000122945,2.131947466522638,1,4.347119899513049,0.1980801004992454,4.3425227513797955,0.20267724863249903
19.76,4.5464,2.1322288807724186,1,4.237883731763623,0.3085162682363771,4.233497217049248,0.31290278295075247
19.84,4.5476,2.1325102578885757,1,4.185749138506017,0.36185086149398327,4.181391988700071,0.3662080112999293
19.92,4.5488,2.132791597882925,1,4.164033482787939,0.3847665172120607,4.159594799970736,0.38920520002926384
20.0,4.55,2.1330729007701543,1,4.1624190127204335,0.38758098727956636,4.157805292532702,0.392194707467298
20.08,4.5512,2.1333541665649425,1,4.177771246127701,0.37342875387229846,4.172878992077255,0.3783210079227448
20.16,4.5524000000000004,2.1336353952819587,1,4.211572739843061,0.34082726015693954,4.20626327711404,0.3461367228859604
20.240000000000002,4.5536,2.1339165869358623,1,4.270310166777936,0.2832898332220646,4.264372159998128,0.28922784000187196
20.32,4.5548,2.1341977415413034,1,4.368934366826818,0.18586563317318205,4.362011305947057,0.1927886940529433
20.4,4.556000000000007,2.1344788591129236,1,4.541116821378659,0.014883178621348137,4.532542554925053,0.023457445074954286
20.48,4.557200018550704,2.1347599440102636,1,4.870977997302773,-0.3137779787520687,4.859343154797427,-0.3021431362467233
20.56,4.559721892363068,2.13535053149666,1,5.615699061342851,-1.0559771689797834,5.597293503554894,-1.0375716111918267
20.64,7.268283157035527,2.6959753628391203,1,11.260029612582162,-3.991746455546635,11.15007683242348,-3.8817936753879527
20.72,164.16589210553335,12.81272383630949,1,173.33662296645232,-9.17073086091898,173.30965400032477,-9.143761894791425
20.8,274.996254911898,16.58301103273763,1,271.73031979935655,3.265935112541456,272.7677999415983,2.2284549702997083
20.88,17.73979148064049,4.211863183988826,1,12.790565396862245,4.949226083778246,12.9032870378259,4.836504442814592
20.96,4.582861665761232,2.140761935797914,1,5.46162188861542,-0.8787602228541882,5.459928484585015,-0.8770668188237831
21.04,4.565600743815303,2.1367266422767566,1,4.733482336097221,-0.16788159228191812,4.731032182312013,-0.16543143849671083
21.12,4.566800000000861,2.137007253146526,1,4.4395951067267525,0.12720489327410878,4.436736526768995,0.13006347323186596
